StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
92395,PC,Player Character,"""Who are you?""","""넌 누구야?""",pre_sharwyn,,,,,0,0
92396,PC,Player Character,"""Durnan called for heroes. I'm here to do the right thing.""","""더난이 영웅들을 불렀어. 난 옳은 일을 하러 왔어.""",pre_sharwyn,,nw_d2_notevil,,,0,0
92397,PC,Player Character,"""I'd like that.""","""그러면 좋겠어.""",pre_sharwyn,,,,,0,0
92398,PC,Player Character,"""I should go.""","""이제 가봐야겠어.""",pre_sharwyn,,,,,0,0
92399,PC,Player Character,"""Can I ask you some questions?""","""질문 좀 해도 돼?""",pre_sharwyn,,,,,0,0
92400,PC,Player Character,"""Where do I find Durnan?""","""더난은 어디서 찾을 수 있어?""",pre_sharwyn,,,,,0,0
92401,PC,Player Character,"""Do you know anything about what's going on in Waterdeep?""","""워터딥에서 무슨 일이 벌어지고 있는지 알아?""",pre_sharwyn,,,,,0,0
92402,PC,Player Character,"""Tell me about these friends of yours.""","""네 친구들에 대해 말해줘.""",pre_sharwyn,,,,,0,0
92403,PC,Player Character,"""Don't remind me.""","""그 얘기는 하지 마.""",pre_sharwyn,,,,,0,0
92404,PC,Player Character,"""Why don't you come with me, then?""","""그럼 나랑 같이 가지 그래?""",pre_sharwyn,,,,,0,0
92405,PC,Player Character,"""The Shadows of Undrentide?""","""언드렌타이드의 그림자?""",pre_sharwyn,,,,,0,0
92406,PC,Player Character,"""How about you travel with me, instead?""","""대신 나랑 여행하는 게 어때?""",pre_sharwyn,,,,,0,0
92407,PC,Player Character,"""Tell me about yourself.""","""네 얘기를 해줘.""",pre_sharwyn,,,,,0,0
92408,PC,Player Character,"""What is this reward again?""","""그 보상이 뭐였지?""",pre_sharwyn,,,,,0,0
92409,PC,Player Character,"""What do you know about Undermountain?""","""언더마운틴에 대해 뭘 알아?""",pre_sharwyn,,,,,0,0
92410,PC,Player Character,"""I have my own companions to worry about.""","""내 동료들 걱정하기도 바빠.""",pre_sharwyn,,nw_d2_party2+,,,0,0
92411,PC,Player Character,"""I'd sooner cut off my own ears.""","""차라리 내 귀를 자르는 게 낫겠어.""",pre_sharwyn,,,,,0,0
92412,PC,Player Character,"""I work better on my own.""","""혼자 일하는 게 더 나아.""",pre_sharwyn,,,,,0,0
92413,PC,Player Character,"""If there's a chance to kill something, I'll always take it.""","""뭔가 죽일 기회가 있으면, 항상 잡아.""",pre_sharwyn,,nw_d2_notgood,,,0,0
92414,PC,Player Character,"""If it ever becomes your business, I'll let you know.""","""네 일이 되면, 그때 알려줄게.""",pre_sharwyn,,,,,0,0
92415,PC,Player Character,"""To be honest, I don't really know why I'm here.""","""솔직히, 왜 여기 있는지 잘 모르겠어.""",pre_sharwyn,,,,,0,0
92416,PC,Player Character,"""I care what happens to Waterdeep, even if you don't.""","""넌 안 그래도, 워터딥에 무슨 일이 일어나는지 신경 써.""",pre_sharwyn,,,,,0,0
92417,PC,Player Character,"""I'm always looking for adventure, if the reward is right.""","""보상만 적절하다면, 항상 모험을 찾고 있어.""",pre_sharwyn,,,,,0,0
