StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
92225,PC,Player Character,"""Who are you?""","""넌 누구야?""",pre_linu,,,,,0,0
92226,PC,Player Character,"""Durnan called for heroes. I'm here to do the right thing.""","""더난이 영웅들을 불렀어. 난 옳은 일을 하러 왔어.""",pre_linu,,nw_d2_notevil,,,0,0
92227,PC,Player Character,"""I have my own companions to worry about.""","""난 내 동료들 걱정하기도 바빠.""",pre_linu,,nw_d2_party2+,,,0,0
92228,PC,Player Character,"""I'd like that.""","""좋아.""",pre_linu,,,,,0,0
92229,PC,Player Character,"""I should go.""","""이제 가볼게.""",pre_linu,,,,,0,0
92230,PC,Player Character,"""Can I ask you some questions?""","""질문 좀 해도 돼?""",pre_linu,,,,,0,0
92231,PC,Player Character,"""Where do I find Durnan?""","""더난은 어디서 찾을 수 있어?""",pre_linu,,,,,0,0
92232,PC,Player Character,"""Do you know anything about what's going on in Waterdeep?""","""워터딥에서 무슨 일이 벌어지고 있는지 알아?""",pre_linu,,,,,0,0
92233,PC,Player Character,"""Tell me about these friends of yours.""","""네 친구들에 대해 말해줘.""",pre_linu,,,,,0,0
92234,PC,Player Character,"""Why don't you join me instead?""","""대신 나랑 같이 가는 게 어때?""",pre_linu,,,,,0,0
92235,PC,Player Character,"""Tell me about yourself.""","""너에 대해 말해줘.""",pre_linu,,,,,0,0
92236,PC,Player Character,"""What is this reward again?""","""그 보상이 뭐였지?""",pre_linu,,,,,0,0
92237,PC,Player Character,"""What do you know about Undermountain?""","""언더마운틴에 대해 뭘 알아?""",pre_linu,,,,,0,0
92238,PC,Player Character,"""I don't think our faiths have much in common.""","""우리 신앙은 별로 공통점이 없는 것 같은데.""",pre_linu,,,,,0,0
92239,PC,Player Character,"""You think I want to adventure with you? That's assuming a lot.""","""내가 너랑 모험하고 싶을 거라고? 너무 많이 가정하는구나.""",pre_linu,,,,,0,0
92240,PC,Player Character,"""I work better on my own.""","""난 혼자 일하는 게 나아.""",pre_linu,,,,,0,0
92241,PC,Player Character,"""If there's a chance to kill something, I'll always take it.""","""뭐든 죽일 기회가 있으면 난 항상 잡아.""",pre_linu,,nw_d2_notgood,,,0,0
92242,PC,Player Character,"""If it ever becomes your business, I'll let you know.""","""네 일이 되면 그때 알려줄게.""",pre_linu,,,,,0,0
92243,PC,Player Character,"""To be honest, I don't really know why I'm here.""","""솔직히 난 왜 여기 있는지 잘 모르겠어.""",pre_linu,,,,,0,0
92244,PC,Player Character,"""I care what happens to Waterdeep, even if you don't.""","""넌 아닐지도 모르지만, 난 워터딥에 무슨 일이 일어나는지 신경 쓰이거든.""",pre_linu,,,,,0,0
92245,PC,Player Character,"""I'm always looking for adventure, if the reward is right.""","""보상이 괜찮으면 언제나 모험을 찾고 있어.""",pre_linu,,,,,0,0
