StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
79524,PC,Player Character,"The same to you, Sir William. Farewell.",윌리엄 경도 그러시길. 안녕히.,william,,,,,0,0
79525,PC,Player Character,"Yes, well, I had best be going then...","그래, 이제 가봐야겠어...",william,,,,,0,0
79526,PC,Player Character,"This ending comes at a price, Sir William...","이 결말에는 대가가 따르는군요, 윌리엄 경...",william,,,,,0,0
79527,PC,Player Character,It warms the heart to see true love blossom.,진정한 사랑이 꽃피는 걸 보니 마음이 따뜻해지는군.,william,,,,,0,0
79528,PC,Player Character,So all's well that ends well?,끝이 좋으면 다 좋은 거야?,william,,,,,0,0
79529,PC,Player Character,The Wise Wind?,지혜의 바람?,william,,,,,0,0
79530,PC,Player Character,"Do not concern yourself with it, Sir William.","신경 쓰지 마세요, 윌리엄 경.",william,,,,,0,0
79531,PC,Player Character,"Yes, I seek it still.","응, 아직 찾고 있어.",william,,c_william_3winds,,,0,0
79532,PC,Player Character,"It is already mine, my friend.","이미 내 거야, 친구.",william,,c_william_wind,,,0,0
79533,PC,Player Character,"Goodbye, William.","안녕, 윌리엄.",william,,,,,0,0
79534,PC,Player Character,Do you know how to find the Wise Wind?,지혜의 바람을 찾는 법을 알아?,william,,c_william_wind_n,,,0,0
79535,PC,Player Character,What happened? How can I help?,무슨 일이야? 어떻게 도울까?,william,,,,,0,0
79536,PC,Player Character,Can you not charge to her rescue?,그녀를 구하러 돌진할 수 없어?,william,,,,,0,0
79537,PC,Player Character,Who is this Jendra you weep for?,울고 있는 젠드라는 누구야?,william,,,,,0,0
79538,PC,Player Character,"Calm down, eveything's going to be okay...","진정해, 다 괜찮아질 거야...",william,,,,,0,0
