StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
66429,PC,Player Character,Tell me again about your vision of my future.,내 미래에 대한 네 환영을 다시 말해 줘.,m4_finalhaedra,,teasernormal,,,0,0
66430,PC,Player Character,Me want you to say again about what you see in me future.,나 네가 내 미래에서 본 거 다시 말해 주기 원해.,m4_finalhaedra,,teaserlow,,,0,0
66431,PC,Player Character,"Goodbye, Haedraline.","안녕, 하에드랄린.",m4_finalhaedra,,m4_finalhaedra2,,,0,0
66433,PC,Player Character,"What is this place, Haedraline? How did I get here?","여기가 어디야, 하에드랄린? 어떻게 여기 오게 된 거야?",m4_finalhaedra,nw_d1_talktime,[지능 보통],,,0,0
66434,PC,Player Character,"Where is we, Haedraline lizard-girly? How me get here?","여기가 어디야, 하에드랄린 도마뱀 아가씨? 내가 어떻게 여기 왔어?",m4_finalhaedra,nw_d1_talktime,[지능 낮음],,,0,0
66435,PC,Player Character,The Source Stone collapsed? What are you talking about?,근원석이 붕괴했다고? 무슨 얘기야?,m4_finalhaedra,nw_d1_talktime,[지능 보통],,,0,0
66436,PC,Player Character,Source Stone collapse? What you mean?,근원석 붕괴? 무슨 뜻이야?,m4_finalhaedra,nw_d1_talktime,[지능 낮음],,,0,0
66437,PC,Player Character,You again? What do you want now?,또 너야? 이번엔 뭘 원해?,m4_finalhaedra,nw_d1_talktime,[지능 보통],,,0,0
66438,PC,Player Character,"You again? What you want now, lizard-girly?","또 너야? 이번엔 뭘 원해, 도마뱀 아가씨?",m4_finalhaedra,nw_d1_talktime,[지능 낮음],,,0,0
66439,PC,Player Character,"I am anxious to return to my own world, Haedraline.","내 세계로 돌아가고 싶어, 하에드랄린.",m4_finalhaedra,nw_d1_talktime,[지능 보통],,,0,0
66440,PC,Player Character,"Me just want to go home now, lizard-girly.","나 그냥 집에 가고 싶어, 도마뱀 아가씨.",m4_finalhaedra,nw_d1_talktime,[지능 낮음],,,0,0
66444,PC,Player Character,Pass from this existence? Are you dying?,이 존재에서 떠난다고? 죽는 거야?,m4_finalhaedra,,[지능 보통],,,0,0
66445,PC,Player Character,What you mean by pass from ex-ist-ence? Is you dying?,존재에서 떠난다는 게 무슨 뜻이야? 너 죽어?,m4_finalhaedra,,[지능 낮음],,,0,0
66446,PC,Player Character,"So it's over, then? Neverwinter is safe once more?",그럼 끝난 거야? 네버윈터가 다시 안전해진 거야?,m4_finalhaedra,,[지능 보통],,,0,0
66447,PC,Player Character,So it all be over? Neverwinter be safe now?,그럼 다 끝났어? 네버윈터 이제 안전해?,m4_finalhaedra,,[지능 낮음],,,0,0
66451,PC,Player Character,I only did what had to be done.,해야 할 일을 했을 뿐이야.,m4_finalhaedra,,[지능 보통],,,0,0
66452,PC,Player Character,Me only did what me had to do.,나 해야 할 일만 했어.,m4_finalhaedra,,[지능 낮음],,,0,0
66453,PC,Player Character,Maybe people should start bowing down before my awesome greatness.,사람들이 내 엄청난 위대함 앞에서 무릎 꿇기 시작해야 할지도 몰라.,m4_finalhaedra,,[지능 보통],,,0,0
66454,PC,Player Character,Wow! People should bow down whenever me come near.,와! 사람들 내가 가까이 오면 무릎 꿇어야 해.,m4_finalhaedra,,[지능 낮음],,,0,0
66455,PC,Player Character,For all the work I did you'd think I could get more of a reward.,내가 한 모든 일에 비하면 더 많은 보상을 받을 수 있을 것 같은데.,m4_finalhaedra,,[지능 보통],,,0,0
66456,PC,Player Character,Me think me could get some big reward for all the work me do.,나 내가 한 모든 일에 큰 보상 받을 수 있을 것 같아.,m4_finalhaedra,,[지능 낮음],,,0,0
66463,PC,Player Character,Who are these upstarts who will dare to stand against me?,감히 나를 대적하려는 그 신출내기들이 누구지?,m4_finalhaedra,,[지능 보통],,,0,0
66464,PC,Player Character,Who be them ones who want to fight with me?,나랑 싸우려는 사람들 누구야?,m4_finalhaedra,,[지능 낮음],,,0,0
66465,PC,Player Character,Greatest challenge? What do you mean?,가장 큰 시련? 무슨 뜻이야?,m4_finalhaedra,,[지능 보통],,,0,0
66466,PC,Player Character,Greatest challenge? What you mean by that?,가장 큰 시련? 그게 무슨 뜻이야?,m4_finalhaedra,,[지능 낮음],,,0,0
66471,PC,Player Character,What are you talking about? Who seeks to destroy me?,무슨 얘기야? 누가 날 파괴하려는 거야?,m4_finalhaedra,,[지능 보통],,,0,0
66472,PC,Player Character,What you mean? Who be person who want to destroy me?,무슨 뜻이야? 누가 나 파괴하려는 거야?,m4_finalhaedra,,[지능 낮음],,,0,0
