StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
71071,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71076,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71081,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71084,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71094,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71097,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71100,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71104,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,act_q1bpiper_10,,,,0,0
71109,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,,,,,0,0
71111,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q1B_BIRGEN,,,,,0,0
82052,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q5_BIRGEN,,,,,0,0
82054,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q5_BIRGEN,,,,,0,0
82057,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q5_BIRGEN,,,,,0,0
82061,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q5_BIRGEN,,,,,0,0
82064,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q5_BIRGEN,,,,,0,0
82067,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q5_BIRGEN,,,,,0,0
82070,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q3_BIRGEN,,,,,0,0
82073,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q3_BIRGEN,,,,,0,0
82076,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q3_BIRGEN,,,,,0,0
82079,Dialog,BIRGEN,<StartAction>[grumble... mumble...]</Start>,<StartAction>[투덜투덜... 중얼중얼...]</Start>,Q3_BIRGEN,,,,,0,0
