StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
71698,Creature,Urko,Is not gnoll! You be so stupid!,놀 아냐! 너 엄청 멍청해!,Q2_URKO,q2_at_urkface_pc,,,,0,0
71867,Creature,Urko,This is a temp line.,이건 임시 대사야.,Q2_URKO,,,,,0,0
71868,Creature,Urko,"Relics, yip? Ummm... we not knows nothing about any relics. You comes to wrong place.","유물이라고, 킁? 음... 우리 유물 같은 거 아무것도 몰라. 잘못 찾아왔어.",Q2_URKO,,,,,0,0
71871,Creature,Urko,"Oh, no... yip... we never been to no human village by name of Hilltop. Not be us, no no.","아, 아냐... 킁... 우리 힐탑이라는 인간 마을에 간 적 없어. 우리 아냐, 아냐 아냐.",Q2_URKO,,,,,0,0
71875,Creature,Urko,You makes threats? When there be so many of us and so fews of you?,너 협박해? 우리는 많고 너는 적은데?,Q2_URKO,,,,,0,0
71881,Creature,Urko,"Yipe, yipe, we is under attack!! AIIIEEE!!","킁, 킁, 우리 공격받아!! 아이이이!!",Q2_URKO,q2_at_urko_att,,,,0,0
71882,Creature,Urko,"You thinks me be scared of you, yip? We survive much worse things than <race> bully! You speaks nice to me or maybe you be one who dies!","내가 너한테 겁먹은 것 같아, 킁? 우리 <race> 불량배보다 더 무서운 거 살아남았어! 나한테 잘 말해 안 그러면 죽는 건 너야!",Q2_URKO,,,,,0,0
71883,Creature,Urko,Me not be your friend. Yip! Me thinks it be good if you just goes now.,나 네 친구 아냐. 킁! 너 그냥 지금 가는 게 좋겠다고 생각해.,Q2_URKO,,,,,0,0
71886,Creature,Urko,Yip! Kipper be right. Me is the boss. Now why you not gone yet? You tells me name or you be gone.,킁! 키퍼 말이 맞아. 나 대장이야. 왜 아직 안 갔어? 이름 말해 안 그러면 꺼져.,Q2_URKO,,,,,0,0
71887,Creature,Urko,"Talk is good, yip! You just not tries any funny stuff and we talk. Yazka... what you doing? You stops!","대화는 좋아, 킁! 수상한 짓만 안 하면 얘기해. 야즈카... 뭐 해? 그만해!",Q2_URKO,,,,,0,0
71890,Creature,Urko,"Yip! Kipper be right! Me is boss! Now me talks with <race> <man/woman> and you not stops me. Yip! You... <race> <man/woman>... you sees gnolls outside crypt, maybe?","킁! 키퍼 말이 맞아! 나 대장이야! 이제 <race> <man/woman>이랑 얘기하니까 방해하지 마. 킁! 너... <race> <man/woman>... 혹시 무덤 밖에서 놀 봤어?",Q2_URKO,,,,,0,0
71893,Creature,Urko,"Yip! You two calms down! They be right, but after we hides out in crypt so long and we gets attack by so many monsters, there be big part of me that wants to run away, maybe.","킁! 너희 둘 진정해! 그들 말이 맞지만, 무덤에서 이렇게 오래 숨어 있고 괴물들한테 많이 공격받으니까, 도망가고 싶은 마음도 크다고.",Q2_URKO,,,,,0,0
71898,Creature,Urko,"Yip! Me be leader here and me decides if we stays or runs. There be lots of enemies out there, but also lots of enemies in here. Ummm... me not knows what to decide. Me just wants to be good leader.","킁! 내가 여기 지도자고 남을지 도망갈지 내가 결정해. 밖에 적 많고 안에도 적 많아. 음... 뭘 결정해야 할지 모르겠어. 난 그냥 좋은 지도자가 되고 싶어.",Q2_URKO,,,,,0,0
71899,Creature,Urko,"So gnolls all gone, yip yip! They gets what they wants and goes, maybe.","그래서 놀들 다 갔어, 킁 킁! 원하는 거 얻고 갔나 봐.",Q2_URKO,,,,,0,0
71902,Creature,Urko,"Me be leader, so me chooses if we stays or goes, yip! Me just... not knows what to decide. Danger here, danger out there, me just wants to be good leader!","나 지도자니까 남을지 갈지 내가 선택해, 킁! 난 그냥... 뭘 결정해야 할지 모르겠어. 여기도 위험하고 밖도 위험하고, 난 그냥 좋은 지도자가 되고 싶어!",Q2_URKO,,,,,0,0
71903,Creature,Urko,"Yip, you goes away now! Maybe next time we kobolds not lets you live, yip!","킁, 이제 꺼져! 다음에는 우리 코볼트들이 살려두지 않을지도, 킁!",Q2_URKO,,,,,0,0
71906,Creature,Urko,"Enough! Yazka, we agree that me be leader, yip! We votes and me was chosen. Besides... me is lots smarter than you is.","됐어! 야즈카, 내가 지도자라고 합의했잖아, 킁! 투표해서 나 뽑힌 거야. 게다가... 난 너보다 훨씬 똑똑해.",Q2_URKO,,,,,0,0
71907,Creature,Urko,"Me is smarter than rest, so me is natural leader! Yip! Everyone follow me if they knows what good for them.","나 나머지보다 똑똑하니까 당연히 지도자야! 킁! 자기한테 뭐가 좋은지 알면 다 나 따라와.",Q2_URKO,,,,,0,0
71910,Creature,Urko,"So you goes away now? Yip, that is good choice.","그래서 이제 가? 킁, 좋은 선택이야.",Q2_URKO,,,,,0,0
71911,Creature,Urko,Okays. You asks questions and me sees if me wants to answer them. Yip!,좋아. 질문하면 대답하고 싶은지 보겠어. 킁!,Q2_URKO,,,,,0,0
71912,Creature,Urko,"Oh, ummm... yip... we never be to no house of Drogan nobody, so you gots wrong kobolds, maybe...","아, 음... 킁... 우리 드로건인가 뭔가 집에 간 적 없어서 코볼트 잘못 찾아온 거야...",Q2_URKO,,,,,0,0
71917,Creature,Urko,"Hey! Yip, yip! You two quit fighting! We gots other stuff to worry 'bout. Bad enough we loses Deekin. We not fights each other too!","야! 킁, 킁! 너희 둘 싸움 그만해! 우리 걱정할 거 다른 거 있어. 디킨 잃은 것만 해도 충분히 안 좋아. 서로 싸우지도 마!",Q2_URKO,,,,,0,0
71919,Creature,Urko,Now me sees me can not trusts you! It time for you to die! Yip yip yip!,이제 너 못 믿겠어! 죽을 시간이야! 킁 킁 킁!,Q2_URKO,,,,,0,0
71924,Creature,Urko,"Then you both dies, and any who helps you! Kills them! Kills them all!!","그럼 너희 둘 다 죽어, 그리고 돕는 놈들도! 죽여! 다 죽여!!",Q2_URKO,q2_at_kbld_fight,,,,0,0
71925,Creature,Urko,Deekin was big fat coward kobold! He runs away and leaves us here!,디킨은 뚱뚱한 겁쟁이 코볼트였어! 도망가서 우리 여기 버리고 갔어!,Q2_URKO,,,,,0,0
71929,Creature,Urko,"Rrrr, yip! Why me gots to work with such stupid kobolds? At least Deekin was not so stupid, yip!","으르르, 킁! 왜 이렇게 멍청한 코볼트들이랑 일해야 해? 적어도 디킨은 그렇게 멍청하지 않았어, 킁!",Q2_URKO,,,,,0,0
71930,Creature,Urko,Yip! That be none of your business!,킁! 그건 네 상관할 바 아냐!,Q2_URKO,,,,,0,0
71933,Creature,Urko,"You both shuts up, yip! Me thinks me demotes both of you!","둘 다 닥쳐, 킁! 둘 다 강등시킬까 봐!",Q2_URKO,,,,,0,0
71936,Creature,Urko,No! Yip! We needs hand to protect us from the gnolls!,안 돼! 킁! 우리 놀들한테서 보호하려면 그 손이 필요해!,Q2_URKO,,,,,0,0
71939,Creature,Urko,"You not threatens us, yip! There be more of us than you! Attack!!","우리 협박하지 마, 킁! 우리가 너보다 많아! 공격해!!",Q2_URKO,,,,,0,0
71941,Creature,Urko,"<StartCheck>[Failure]</Start> You lies! You lies about everything! You just wants to steals it! Well, you must dies for trickery!","<StartCheck>[실패]</Start> 거짓말! 다 거짓말! 그냥 훔치려고 그래! 자, 속임수 썼으니까 죽어야 해!",Q2_URKO,,,,,0,0
71942,Creature,Urko,"<StartCheck>[Success]</Start> Grr, yip! That explain why me not makes it work!","<StartCheck>[성공]</Start> 그르르, 킁! 그래서 내가 작동 못 시킨 거구나!",Q2_URKO,,,,,0,0
71943,Creature,Urko,<StartCheck>[Failure]</Start> No! Big gnolls would tears you apart and then kills us too! Me not thinks we even trusts you. Me thinks you going to have to die now.,<StartCheck>[실패]</Start> 안 돼! 큰 놀들이 너 찢어버리고 우리도 죽일 거야! 너 믿을 수도 없는 것 같아. 이제 죽어야겠다.,Q2_URKO,,,,,0,0
71945,Creature,Urko,"<StartCheck>[Success]</Start> Grrr, me not be sure. But then again, me be sick of hiding from gnolls. If you gots hand, they chases you maybe and nots us.","<StartCheck>[성공]</Start> 그르르, 확실하진 않아. 하지만 놀들한테 숨는 것도 지쳤어. 네가 손 가지면 우리 말고 너 쫓을지도.",Q2_URKO,,,,,0,0
