StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
15718,PC,Player Character,I am in service to Aribeth and the city guard.,아리베스와 도시 경비대를 위해 일하고 있습니다.,m1q1a00com2,m1qa00com1slg01,[지능 보통],,,0,0
15719,PC,Player Character,Me works for Aribeth and city guard.,나 아리베스 경이랑 도시 경비 위해 일해.,m1q1a00com2,m1qa00com1slg01,[지능 낮음],,,0,0
15720,PC,Player Character,Goodbye.,그럼 이만.,m1q1a00com2,,,,,0,0
15721,PC,Player Character,Me want to know about different city areas.,나 도시 다른 구역들 알고 싶어.,m1q1a00com2,,[지능 낮음],,,0,0
15722,PC,Player Character,What do you know of the plague?,역병에 대해 뭘 아시나요?,m1q1a00com2,,[지능 보통],,,0,0
15723,PC,Player Character,I need infomation about Neverwinter.,네버윈터에 대한 정보가 필요합니다.,m1q1a00com2,,[지능 보통],,,0,0
15724,PC,Player Character,Have you heard of anything odd? Any rumors?,이상한 소문 같은 거 들은 적 있으세요?,m1q1a00com2,,[지능 보통],,,0,0
15725,PC,Player Character,You know anything about bad plague?,나 나쁜 역병에 대해 아는 거 있어?,m1q1a00com2,,[지능 낮음],,,0,0
15726,PC,Player Character,Me wants information about Neverwinter.,나 네버윈터 정보 원해.,m1q1a00com2,,[지능 낮음],,,0,0
15727,PC,Player Character,Maybe you hear about odd stuff or rumors?,혹시 이상한 거나 소문 들었어?,m1q1a00com2,,[지능 낮음],,,0,0
15728,PC,Player Character,What do you know about attempts at a cure?,치료제를 찾으려는 시도에 대해 뭘 아시나요?,m1q1a00com2,,[지능 보통],,,0,0
15729,PC,Player Character,You know about cure attempts maybe?,치료 시도에 대해 아는 거 있나?,m1q1a00com2,,[지능 낮음],,,0,0
15730,PC,Player Character,I want to ask something else.,다른 걸 물어보고 싶은데요.,m1q1a00com2,,[지능 보통],,,0,0
15731,PC,Player Character,Me ask different questions.,나 다른 질문 할래.,m1q1a00com2,,[지능 낮음],,,0,0
15732,PC,Player Character,What are the different areas of the city?,도시 지구들은 어떻게 나뉘어 있나요?,m1q1a00com2,,[지능 보통],,,0,0
15733,PC,Player Character,Tell me about the Beggar's Nest.,거지 소굴에 대해 말해주세요.,m1q1a00com2,,[지능 보통],,,0,0
15734,PC,Player Character,Tell me about the Docks district.,항만 지구에 대해 말해 주세요.,m1q1a00com2,,[지능 보통],,,0,0
15735,PC,Player Character,Tell me about the Blacklake district.,검은호수 지구에 대해 말해 주세요.,m1q1a00com2,,[지능 보통],,,0,0
15736,PC,Player Character,Tell me about the Peninsula district.,반도 지구에 대해 말해 주세요.,m1q1a00com2,,[지능 보통],,,0,0
15737,PC,Player Character,What do you know about the leaders of Neverwinter?,네버윈터 지도자들에 대해 뭘 아시나요?,m1q1a00com2,,[지능 보통],,,0,0
15738,PC,Player Character,Who run this place? You know about them?,여긴 누가 다스려? 걔네에 대해 알아?,m1q1a00com2,,[지능 낮음],,,0,0
15739,PC,Player Character,Tell me about the City Core.,도시 중심부에 대해 말해주세요.,m1q1a00com2,,[지능 보통],,,0,0
15740,PC,Player Character,I just need to ask a few questions.,질문 몇 개만 하고 싶은데요.,m1q1a00com2,,[지능 보통],,,0,0
15741,PC,Player Character,Me just wants ask few questions.,나 몇 개만 물어볼래.,m1q1a00com2,,[지능 낮음],,,0,0
15742,PC,Player Character,Don't question me. I go where I want.,제게 뭐라 하지 마세요. 전 가고 싶은 곳에 갑니다.,m1q1a00com2,,[지능 보통],,,0,0
15743,PC,Player Character,You shut up. Me goes where me want.,닥쳐. 나 가고 싶은 데로 가.,m1q1a00com2,,[지능 낮음],,,0,0
15744,PC,Player Character,I will leave.,떠날게요.,m1q1a00com2,,[지능 보통],,,0,0
15745,PC,Player Character,Me leave.,나 간다.,m1q1a00com2,,[지능 낮음],,,0,0
15746,PC,Player Character,You tells about City Core.,너 도시 중심부 얘기해.,m1q1a00com2,,[지능 낮음],,,0,0
15747,PC,Player Character,You tells about Beggar's Nest.,너 거지 소굴 지구 얘기해.,m1q1a00com2,,[지능 낮음],,,0,0
15748,PC,Player Character,You tells about Docks district.,너 항만 지구 얘기해.,m1q1a00com2,,[지능 낮음],,,0,0
15749,PC,Player Character,You tells about Blacklake district.,너 검은호수 지구 얘기해.,m1q1a00com2,,[지능 낮음],,,0,0
15750,PC,Player Character,You tells about Peninsula district.,너 반도 지구 얘기해.,m1q1a00com2,,[지능 낮음],,,0,0
15751,PC,Player Character,Back to the other areas.,다른 구역 이야기로 돌아가죠.,m1q1a00com2,,[지능 보통],,,0,0
15752,PC,Player Character,Back to other areas?,다른 데로 돌아가?,m1q1a00com2,,[지능 낮음],,,0,0
15753,PC,Player Character,How has Lord Nasher dealt with the plague?,나셰르 영주님은 역병에 어떻게 대처했죠?,m1q1a00com2,,[지능 보통],,,0,0
15754,PC,Player Character,Lord Nasher do stuff once plague happen?,"나셰르 영주, 역병 터지자 뭐 했어?",m1q1a00com2,,[지능 낮음],,,0,0
15755,PC,Player Character,How has Lady Aribeth dealt with the plague?,아리베스 경은 역병에 어떻게 대처했죠?,m1q1a00com2,,[지능 보통],,,0,0
15756,PC,Player Character,What Lady Aribeth do when plague happen?,"아리베스 경, 역병 터지자 뭐 했어?",m1q1a00com2,,[지능 낮음],,,0,0
56719,PC,Player Character,"Homes have people, and people have gold!","집에는 사람이 있고, 사람에게는 금화가 있죠!",m1q1a00com2,,[지능 보통],,,0,0
56720,PC,Player Character,"Homes gots peoples, and peoples gots gold!","집에 사람 있고, 사람한테 금 있어!",m1q1a00com2,,[지능 낮음],,,0,0
56721,PC,Player Character,Shut up! Hand over your gold or I'll kill you!,"입 닥쳐요! 금 내놔요, 안 그러면 죽여요!",m1q1a00com2,m1q1_evil_set,[지능 보통],,,0,0
56722,PC,Player Character,Shut yous hole! Gimmie gold or get killed up!,"입 닥쳐! 금 내놔, 안 그러면 죽여 버릴 거야!",m1q1a00com2,m1q1_evil_set,[지능 낮음],,,0,0
56723,PC,Player Character,I am sorry. I am actually a guard in service to Aribeth.,죄송해요. 사실 전 아리베스를 섬기는 경비병이에요.,m1q1a00com2,,[지능 보통],,,0,0
