StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
95749,PC,Player Character,"""Why are you always so foul-mouthed?""","""왜 항상 그렇게 입이 거칠어?""",h2_devil_gruul,,,,,0,0
95750,PC,Player Character,"""Do you know the Reaper's True Name?""","""사신의 진명을 아는가?""",h2_devil_gruul,,h2c_reaper_name,,,0,0
95751,PC,Player Character,"""What is this place? I don't even know where I am.""","""여기가 어디지? 내가 어디 있는지도 모르겠어.""",h2_devil_gruul,,,,,0,0
95752,PC,Player Character,"""Aren't the Hells supposed to be hot?""","""지옥은 원래 뜨거운 곳 아닌가?""",h2_devil_gruul,,,,,0,0
95753,PC,Player Character,"""I need to talk to you about Mephistopheles.""","""메피스토펠레스에 대해 물어볼 게 있어.""",h2_devil_gruul,,,,,0,0
95754,PC,Player Character,"""Back to my other questions.""","""다른 질문으로 돌아가지.""",h2_devil_gruul,,,,,0,0
95755,PC,Player Character,"""What is it that he wants?""","""그가 원하는 게 뭐지?""",h2_devil_gruul,,,,,0,0
95756,PC,Player Character,"""Did he ever mention a Valsharess of the drow?""","""드로우의 발샤레스를 언급한 적 있나?""",h2_devil_gruul,,,,,0,0
95757,PC,Player Character,"""Who is Mephistopheles, anyway?""","""메피스토펠레스가 도대체 누구지?""",h2_devil_gruul,,,,,0,0
95758,PC,Player Character,"""Wait, I want to purchase something.""","""잠깐, 뭔가 사고 싶어.""",h2_devil_gruul,,,,,0,0
95759,PC,Player Character,<StartAction>[View Store]</Start>,<StartAction>[상점 보기]</Start>,h2_devil_gruul,h2a_gruul_store,,,,0,0
95760,PC,Player Character,"""I seek the Five-Fold Mysteries of the Sleeping Man.""","""잠자는 자의 오중 신비를 찾고 있어.""",h2_devil_gruul,,h2c_gruul_5fold,,,0,0
95761,PC,Player Character,<StartAction>[Leave.]</Start>,<StartAction>[떠난다.]</Start>,h2_devil_gruul,,,,,0,0
95762,PC,Player Character,"<StartAction>[Attack]</Start> ""Die, foul beast!""","<StartAction>[공격]</Start> ""죽어라, 더러운 짐승!""",h2_devil_gruul,,,,,0,0
95763,PC,Player Character,"""Ha ha... ha...? Er, I was only kidding...""","""하하... 하...? 어, 농담이었어...""",h2_devil_gruul,,,,,0,0
95764,PC,Player Character,"""I don't have to answer to you! Bring it on!""","""네게 대답할 필요 없어! 덤벼!""",h2_devil_gruul,,,,,0,0
95765,PC,Player Character,"""Because I feel like it!""","""그냥 그러고 싶으니까!""",h2_devil_gruul,,,,,0,0
95766,PC,Player Character,"""Because you're evil!""","""네가 악하니까!""",h2_devil_gruul,,,,,0,0
95767,PC,Player Character,"""Because you're a demon!""","""네가 악마니까!""",h2_devil_gruul,,,,,0,0
95768,PC,Player Character,"""Because you're a devil!""","""네가 마귀니까!""",h2_devil_gruul,,,,,0,0
95769,PC,Player Character,<StartAction>[Attack]</Start>,<StartAction>[공격]</Start>,h2_devil_gruul,h2_gruul_attack,,,,0,0
95770,PC,Player Character,"""Wait, I know what's the matter.""","""잠깐, 뭐가 문제인지 알겠어.""",h2_devil_gruul,,h2c_gruul_matter,,,0,0
95771,PC,Player Character,"""Goodbye.""","""잘 있어.""",h2_devil_gruul,,,,,0,0
95772,PC,Player Character,"""Your workers are tired, that's all.""","""일꾼들이 지쳤을 뿐이야.""",h2_devil_gruul,,,,,0,0
95773,PC,Player Character,"""You're too cruel a boss.""","""네가 너무 잔인한 상관이라서 그래.""",h2_devil_gruul,,,,,0,0
95774,PC,Player Character,"""I, uh... dismantled your grinder...""","""나, 어... 네 분쇄기를 분해했어...""",h2_devil_gruul,,h2c_gruul_disman,,,0,0
95775,PC,Player Character,"""I'm sorry, I won't do it again...""","""미안해, 다시는 안 그럴게...""",h2_devil_gruul,,,,,0,0
95776,PC,Player Character,"""Wait, I can pay for it!""","""잠깐, 배상할 수 있어!""",h2_devil_gruul,,,,,0,0
95777,PC,Player Character,"""Forget it! I'm not giving you anything!""","""됐어! 아무것도 안 줄 거야!""",h2_devil_gruul,,,,,0,0
95778,PC,Player Character,"""Alright, I'll be back with the money.""","""알았어, 돈 가지고 올게.""",h2_devil_gruul,,,,,0,0
