StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
92329,PC,Player Character,"""No thanks. Goodbye.""","""괜찮아. 안녕.""",pre_parley,,,,,0,0
92330,PC,Player Character,"""What do you mean?""","""무슨 뜻이야?""",pre_parley,,,,,0,0
92331,PC,Player Character,"""Thank you.""","""고마워.""",pre_parley,,,,,0,0
92332,PC,Player Character,"""No. You are mistaken.""","""아니. 잘못 알았어.""",pre_parley,,,,,0,0
92333,PC,Player Character,"""Yes, how did you know?"" ","""그래, 어떻게 알았어?""",pre_parley,,,,,0,0
92334,PC,Player Character,"""Yes, that is I.""","""그래, 나야.""",pre_parley,,,,,0,0
92335,PC,Player Character,"""Goodbye.""","""안녕.""",pre_parley,,,,,0,0
92336,PC,Player Character,"""I want to ask you some questions.""","""질문 좀 하고 싶어.""",pre_parley,,,,,0,0
92337,PC,Player Character,"""Would you like to work with me?""","""같이 일하고 싶어?""",pre_parley,,,,,0,0
92338,PC,Player Character,"""What do you think of these attacks?""","""이 공격들에 대해 어떻게 생각해?""",pre_parley,,,,,0,0
92339,PC,Player Character,"""What brought you to Waterdeep?""","""워터딥에 왜 왔어?""",pre_parley,,,,,0,0
92340,PC,Player Character,"""True. I really do not want to know.""","""맞아. 사실 알고 싶지 않아.""",pre_parley,,,,,0,0
92341,PC,Player Character,"""Sometimes it helps to share your troubles with someone else.""","""가끔은 다른 사람과 고민을 나누면 도움이 돼.""",pre_parley,,,,,0,0
92342,PC,Player Character,"""Hurry up and explain your problem.""","""빨리 문제를 설명해.""",pre_parley,,,,,0,0
92343,PC,Player Character,"""I kill things that stare at me.""","""날 쳐다보는 것들은 죽여.""",pre_parley,,,,,0,0
92344,PC,Player Character,"""That would be strange.""","""이상하겠네.""",pre_parley,,,,,0,0
92345,PC,Player Character,"""I don't care.""","""신경 안 써.""",pre_parley,,,,,0,0
92346,PC,Player Character,"""You hate it."" ","""싫어하는구나.""",pre_parley,,,,,0,0
92347,PC,Player Character,"""You like it?"" ","""좋아하는 거야?""",pre_parley,,,,,0,0
92348,PC,Player Character,"""I have no idea.""","""전혀 모르겠어.""",pre_parley,,,,,0,0
92349,PC,Player Character,"""That is it? I listened to all that for no reason?""","""그게 다야? 아무 이유 없이 그 얘기 다 들었네.""",pre_parley,,,,,0,0
92350,PC,Player Character,"""You are welcome, I guess."" ","""별 거 아니었네.""",pre_parley,,,,,0,0
