StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
25979,Dialog,CULTISTS,Let nothing living remain! Helm's Hold is dead! All the world shall follow!,산 것은 하나도 남기지 마라! 헬름의 요새는 죽었다! 온 세상이 그 뒤를 따르리라!,M1Q6F07CULTISTS,,,,,0,0
25980,Dialog,CULTISTS,Nothing can stop our masters! Nothing!,우리 주인들을 막을 것은 없다! 아무것도!,M1Q6F07CULTISTS,,,,,0,0
25981,Dialog,CULTISTS,The masters in the enclave will hear about this!,거주지의 주인들께서 이 일을 들으실 것이다!,M1Q6F07CULTISTS,,,,,0,0
25982,Dialog,CULTISTS,Desther be damned! It is an honor to die for the Old Ones!,저주받을 데스터! 태고의 존재들을 위해 죽는 것은 영광이다!,M1Q6F07CULTISTS,,,,,0,0
25983,Dialog,CULTISTS,Fight! Let the Old Ones know you are willing to die!,싸워라! 네가 기꺼이 죽을 준비가 되었음을 태고의 존재들에게 보여라!,M1Q6F07CULTISTS,,,,,0,0
25984,Dialog,CULTISTS,Your attack will change nothing! All the world will fall!,네 공격으로는 아무것도 바뀌지 않는다! 온 세상이 무너질 것이다!,M1Q6F07CULTISTS,,,,,0,0
105471,Dialog,CULTISTS,THIS LINE SHOULD NOT APPEAR.,이 줄은 표시되면 안 됩니다.,Q3TEM_CULTISTS,,,,,0,0
105472,Dialog,CULTISTS,"""Vix'thra shall destroy you!""","""빅스트라가 너희를 멸할 것이다!""",Q3TEM_CULTISTS,,,,,0,0
105473,Dialog,CULTISTS,"""Inform the drow!""","""드로우에게 알려라!""",Q3TEM_CULTISTS,,,,,0,0
105474,Dialog,CULTISTS,"""Bones, come forth!""","""해골들이여, 나와라!""",Q3TEM_CULTISTS,,,,,0,0
105475,Dialog,CULTISTS,"""Preserve the holy texts!""","""성서를 보호하라!""",Q3TEM_CULTISTS,,,,,0,0
105476,Dialog,CULTISTS,"""Summon for help!""","""원군을 부르라!""",Q3TEM_CULTISTS,,,,,0,0
105477,Dialog,CULTISTS,"""Eunuchs, advance!""","""내시들, 전진하라!""",Q3TEM_CULTISTS,,,,,0,0
105478,Dialog,CULTISTS,"""Heresy!""","""이단이다!""",Q3TEM_CULTISTS,,,,,0,0
105479,Dialog,CULTISTS,"""Unleash the devourers!""","""포식자들을 풀어라!""",Q3TEM_CULTISTS,,,,,0,0
105480,Dialog,CULTISTS,"""With Vix'thra's wrath!""","""빅스트라의 진노와 함께!""",Q3TEM_CULTISTS,,,,,0,0
105481,Dialog,CULTISTS,"""They must not reach the chasm!""","""저들이 협곡에 닿게 두지 마라!""",Q3TEM_CULTISTS,,,,,0,0
105482,Dialog,CULTISTS,"""None shall trespass here!""","""여긴 누구도 침범하지 못한다!""",Q3TEM_CULTISTS,,,,,0,0
105483,Dialog,CULTISTS,"""Vix'thra protect us!""","""빅스트라여, 우릴 지키소서!""",Q3TEM_CULTISTS,,,,,0,0
105484,Dialog,CULTISTS,RANDOMIZER. CHOOSE FROM 20. 8 OF THESE SHOULD RESULT IN NULLS.,RANDOMIZER. CHOOSE FROM 20. 8 OF THESE SHOULD RESULT IN NULLS.,Q3TEM_CULTISTS,,,,,0,0
105485,Dialog,CULTISTS,TEMPLE CULTISTS. RANDOM COMBAT ONE-LINERS. MULTIPLE GENDERS. MULTIPLE TYPES. ,TEMPLE CULTISTS. RANDOM COMBAT ONE-LINERS. MULTIPLE GENDERS. MULTIPLE TYPES.,Q3TEM_CULTISTS,,,,,0,0
