StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
93684,PC,Player Character,"""You write plays? How wonderful. What is your name? Maybe I have heard of you.""","""희곡을 쓰시나요? 멋지네요. 이름이 뭐예요? 들어봤을지도 몰라요.""",q2asobrey,,,,,0,0
93685,PC,Player Character,"""Oh, well, keep trying, perhaps someday you will be famous.""","""아, 계속 노력하세요. 언젠가는 유명해질 거예요.""",q2asobrey,,,,,0,0
93686,PC,Player Character,"""Oh, well I am not really interested then. I thought maybe you were famous.""","""아, 그럼 별로 관심 없네요. 유명한 분인 줄 알았어요.""",q2asobrey,,,,,0,0
93687,PC,Player Character,"""Who are you?""","""당신은 누구죠?""",q2asobrey,,,,,0,0
93688,PC,Player Character,"""You have the advantage of me. What is your name?""","""실례지만 성함이 어떻게 되세요?""",q2asobrey,,,,,0,0
93689,PC,Player Character,"""What are you talking about?""","""무슨 얘기예요?""",q2asobrey,,,,,0,0
93690,PC,Player Character,"""I heard something about that. What happened exactly?""","""그것에 대해 들었어요. 정확히 무슨 일이 있었나요?""",q2asobrey,,,,,0,0
93691,PC,Player Character,"""I guess you were lucky then.""","""운이 좋으셨네요.""",q2asobrey,,,,,0,0
93692,PC,Player Character,"""Were you in the battle there?""","""그곳 전투에 계셨어요?""",q2asobrey,,,,,0,0
93693,PC,Player Character,"""How did you escape?""","""어떻게 탈출하셨어요?""",q2asobrey,,,,,0,0
93694,PC,Player Character,"""Enough with the stories. Do you have any goods to sell?""","""이야기는 그만해요. 파실 물건 있나요?""",q2asobrey,,,,,0,0
93696,PC,Player Character,"""Everyone has experienced loss from this war.""","""이 전쟁으로 모두가 손실을 겪었어요.""",q2asobrey,,,,,0,0
93697,PC,Player Character,"""I am sorry for your loss.""","""안타깝네요.""",q2asobrey,,,,,0,0
93698,PC,Player Character,"""Not right now. I am not really interested.""","""지금은 아니에요. 별로 관심 없어요.""",q2asobrey,,,,,0,0
93699,PC,Player Character,"""Yes, please, show me what you have.""","""네, 뭐가 있는지 보여주세요.""",q2asobrey,q2a_st_sobrey,,,,0,0
93700,PC,Player Character,"""This happened during the attack?"" ","""공격 중에 이런 일이 있었나요?""",q2asobrey,,,,,0,0
93701,PC,Player Character,"""Whatever. Just show me your wares.""","""됐어요. 그냥 물건이나 보여주세요.""",q2asobrey,,,,,0,0
93702,PC,Player Character,"""I do not think so. I am just here to look at your wares.""","""아니에요. 그냥 물건만 보러 왔어요.""",q2asobrey,,,,,0,0
93703,PC,Player Character,"""When this is all done. I would love for you to record my deeds.""","""이게 다 끝나면요. 제 업적을 기록해 주시면 영광이겠네요.""",q2asobrey,,,,,0,0
93704,PC,Player Character,"""No thanks.""","""사양할게요.""",q2asobrey,,,,,0,0
93705,PC,Player Character,"""Good idea.""","""좋은 생각이에요.""",q2asobrey,,,,,0,0
93706,PC,Player Character,"""No. Goodbye.""","""아니요. 안녕히 계세요.""",q2asobrey,,,,,0,0
93707,PC,Player Character,"""Yes."" ","""네.""",q2asobrey,,,,,0,0
93708,PC,Player Character,"""Goodbye.""","""안녕히 계세요.""",q2asobrey,,,,,0,0
93709,PC,Player Character,"""Can you tell me more about this attack.""","""이 공격에 대해 좀 더 말씀해 주세요.""",q2asobrey,,,,,0,0
93710,PC,Player Character,"""What can you tell me about the Underdark?""","""언더다크에 대해 뭘 알려주실 수 있나요?""",q2asobrey,,,,,0,0
93711,PC,Player Character,"""What can you tell me about Undermountain?""","""언더마운틴에 대해 뭘 알려주실 수 있나요?""",q2asobrey,,,,,0,0
93712,PC,Player Character,"""Waterdeep is stronger than that.""","""워터딥은 그것보다 강해요.""",q2asobrey,,,,,0,0
93713,PC,Player Character,"""What kind of items did they steal?""","""어떤 종류의 아이템을 훔쳐갔나요?""",q2asobrey,,,,,0,0
