StrRef,SpeakerType,SpeakerName,TextEng,Text,DLG,Scripts,Conditions,DialogueContext,SoundRef,VolumeVariance,PitchVariance
71869,Creature,Yazka,"Yes, we not even knows what relics is! You goes and look for different relic-stealing kobolds.","그래, 우리 유물이 뭔지도 몰라! 너 가서 다른 유물 훔친 코볼트들 찾아봐.",Q2_YAZKA,,,,,0,0
71872,Creature,Yazka,"Yes, we never even hear of no human village by name of Hilltop.","그래, 우리 힐탑이라는 인간 마을 들어본 적도 없어.",Q2_YAZKA,,,,,0,0
71874,Creature,Yazka,"Yip! You shuts up, big idiot!","킁! 너 입 닥쳐, 큰 바보!",Q2_YAZKA,,,,,0,0
71878,Creature,Yazka,"Shut up, Kipper! You be biggest idiot! You tells <him/her> everything! Ack, yip! Next you tell <him/her> 'bout how Deekin steal tower and runs away!","닥쳐, 키퍼! 너 제일 큰 바보! 너 <him/her>한테 다 말했어! 악, 킁! 다음엔 디킨이 탑 훔쳐서 도망친 거까지 말하겠네!",Q2_YAZKA,,,,,0,0
71884,Creature,Yazka,"Ack, ack, Urko, we must kill it! <Man/Woman> be dangerous!","악, 악, 우르코, 저거 죽여야 해! <Man/Woman> 위험해!",Q2_YAZKA,,,,,0,0
71888,Creature,Yazka,"Ack, ack, Urko, we must kills it! <Man/Woman> be dangerous!","악, 악, 우르코, 저거 죽여야 해! <Man/Woman> 위험해!",Q2_YAZKA,,,,,0,0
71892,Creature,Yazka,"Yip! You should knows if they still out there, ack, yip! They would wants to rips you and cooks you and eats you... except maybe they not cooks you, first. Maybe them just eats you raw?","킁! 너 그놈들 아직 밖에 있는지 알아야지, 악, 킁! 그놈들 너 찢고 요리하고 먹고 싶을 거야... 아니면 요리 안 하고. 그냥 날로 먹을지도?",Q2_YAZKA,,,,,0,0
71897,Creature,Yazka,"Ack, yip! Me tells you so! Them finds us and kills us and eats us, yes them will! Soon them comes in here and then we dead for sure! We needs to run away!","악, 킁! 내가 말했지! 그놈들 우리 찾아서 죽이고 먹을 거야, 맞아! 곧 여기로 와서 우리 확실히 죽어! 도망가야 해!",Q2_YAZKA,,,,,0,0
71900,Creature,Yazka,"No, Urko, you no should believe it! It lies! Gnolls be out there still and it tricks us!","안 돼, 우르코, 저거 믿으면 안 돼! 저거 거짓말해! 놀들 아직 밖에 있고 저거 우리 속여!",Q2_YAZKA,,,,,0,0
71904,Creature,Yazka,"Him not be as tough as me! Ack, yip! Me would make better leader.","그 녀석 나만큼 세지 않아! 악, 킁! 내가 더 좋은 대장 될 거야.",Q2_YAZKA,,,,,0,0
71908,Creature,Yazka,"Not everyone, ack, yip. Deekin not follow you!","전부는 아니야, 악, 킁. 디킨은 너 안 따라!",Q2_YAZKA,,,,,0,0
