Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
tm_aerel,dlg,EntryList/0/Text,0,-1,"This burly fellow looks stressed at having to manage such an overcrowded inn. He barely glances at you as he speaks. ""What d'you want, stranger?""",
tm_aerel,dlg,EntryList/1/Text,0,-1,The innkeeper turns away without another word.,
tm_aerel,dlg,EntryList/2/Text,0,-1,"""Short and sweet. Choose your poison, then.""",
tm_aerel,dlg,EntryList/3/Text,0,-1,"""So would a dozen others. Fact is, every single room in the inn is taken. I'd be piling them into my own room if I could, but the wife is so ugly she'd scare them off. You'll need to look elsewhere.""",
tm_aerel,dlg,EntryList/4/Text,0,-1,"""Yeah? Look around, squire. The place is heaving. Every moment I waste standing around answering your inane questions is one more complaint from a patron. Take it elsewhere.""",
tm_aerel,dlg,EntryList/5/Text,0,-1,"""Aye, that right? One of the Bron's deputies marched him down the stairs and out the door but a short time ago. Said a day or two in the stocks would teach him a lesson.""",
tm_aerel,dlg,ReplyList/0/Text,0,-1,"""Farewell.""",
tm_aerel,dlg,ReplyList/1/Text,0,-1,"""I want a drink.""",
tm_aerel,dlg,ReplyList/2/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_aerel,dlg,ReplyList/3/Text,0,-1,<StartAction>[Start merchant.]</Start>,
tm_aerel,dlg,ReplyList/4/Text,0,-1,"""I'd like to rent a room.""",
tm_aerel,dlg,ReplyList/5/Text,0,-1,"""I have some questions.""",
tm_aerel,dlg,ReplyList/6/Text,0,-1,"""I'm looking for Lashan Waters.""",
tm_alamarayne,dlg,EntryList/0/Text,0,-1,"This silver-haired half-elf is a rare beauty. Like a dark shadow passing under the surface of a moonlit lake, a deep sadness mars her otherwise perfect features.",
tm_alamarayne,dlg,EntryList/1/Text,0,-1,"""Greetings to you. I am Alamarayne, high priestess of the Temple of the Half-moon. I am sorry if you find me less loquacious than usual. There has been a great tragedy here.""",
tm_alamarayne,dlg,EntryList/10/Text,0,-1,"""A tentacle...? Eremuth - he is here! It must be him.""",
tm_alamarayne,dlg,EntryList/11/Text,0,-1,"""I see you have some idea of who the killer may be. I pray you find him or her quickly - before they kill again.""",
tm_alamarayne,dlg,EntryList/12/Text,0,-1,"""I cannot begin to think who could be responsible for such a terrible crime. Something inhuman for certain.""",
tm_alamarayne,dlg,EntryList/13/Text,0,-1,"""Someone very dear to me was murdered. It is best you speak with Thoyana about it - the investigation is still ongoing. I believe she is at the docks.""",
tm_alamarayne,dlg,EntryList/14/Text,0,-1,"""Welcome back to our temple. How may the servants of Selûne assist you?""",
tm_alamarayne,dlg,EntryList/15/Text,0,-1,"""Someone very dear to me was murdered. It is best you speak with Thoyana about it - the investigation is still ongoing. I believe she is at the docks.""",
tm_alamarayne,dlg,EntryList/16/Text,0,-1,"""Thank the Moonmaiden you arrived to hunt down Elenawen's killer. Without you, I fear that creature would have killed many others.""",
tm_alamarayne,dlg,EntryList/2/Text,0,-1,"""May the silver light of Selûne guide you.""",
tm_alamarayne,dlg,EntryList/3/Text,0,-1,"""As high priestess of the Moonmaiden, it is my sworn duty to heal those in need. I will summon the power of my goddess to cleanse your wounds.""",
tm_alamarayne,dlg,EntryList/4/Text,0,-1,"""It is done. How else may I assist you?""",
tm_alamarayne,dlg,EntryList/5/Text,0,-1,"""We do not keep much here, for this temple is but a modest one. Still, you are welcome to purchase what we do have in stock.""",
tm_alamarayne,dlg,EntryList/6/Text,0,-1,"""Selûne is the goddess of the moon and one of the most ancient of Faerûn's deities. She shares the secrets of the night that her dark twin Shar would see hidden in order to bring mortals to ruin.""",
tm_alamarayne,dlg,EntryList/7/Text,0,-1,"""Yes. I was saying my final prayer of the night to Our Lady of Silver when by Her light, I spotted Elenawen's body crumpled by the temple wall. I sent word to Thoyana and laid the poor girl to rest in the catacombs below.""",
tm_alamarayne,dlg,EntryList/8/Text,0,-1,"""Certainly.""",
tm_alamarayne,dlg,EntryList/9/Text,0,-1,"""The poor girl's throat was torn out. It was as though some kind of probe or tentacle buried itself in her neck and ripped it open. I am sorry; the memory of it upsets me still.""",
tm_alamarayne,dlg,ReplyList/1/Text,0,-1,"""Farewell.""",
tm_alamarayne,dlg,ReplyList/10/Text,0,-1,"""Let's talk about something else.""",
tm_alamarayne,dlg,ReplyList/11/Text,0,-1,"""Anything else you can tell me? How did she die?""",
tm_alamarayne,dlg,ReplyList/14/Text,0,-1,"""Do you have any idea who is responsible?""",
tm_alamarayne,dlg,ReplyList/15/Text,0,-1,"""What do you mean?""",
tm_alamarayne,dlg,ReplyList/16/Text,0,-1,"""Tell me about this tragedy.""",
tm_alamarayne,dlg,ReplyList/17/Text,0,-1,"""You mentioned a tragedy.""",
tm_alamarayne,dlg,ReplyList/3/Text,0,-1,"""I am in need of healing.""",
tm_alamarayne,dlg,ReplyList/5/Text,0,-1,"""I want to see your temple goods.""",
tm_alamarayne,dlg,ReplyList/6/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_alamarayne,dlg,ReplyList/7/Text,0,-1,<StartAction>[Start merchant.]</Start>,
tm_alamarayne,dlg,ReplyList/8/Text,0,-1,"""Tell me about Selûne.""",
tm_alamarayne,dlg,ReplyList/9/Text,0,-1,"""Thoyana told me that you found Elenawen's body.""",
tm_alazander,dlg,EntryList/0/Text,0,-1,"""That wyvern almost had you, Tyrian. You're getting old.""",
tm_alazander,dlg,EntryList/1/Text,0,-1,"""Speak for yourself! You'd be less fleet of foot too if you had to carry this horn around everywhere we go!""",
tm_alazander,dlg,EntryList/10/Text,0,-1,"""Not that pompous fool Red Nazala? You realize that spelling your name backwards doesn't fool ANYONE?""",
tm_alazander,dlg,EntryList/11/Text,0,-1,"""Ahem. Where were we? Ah, yes. What may we do for you, Hero of Tethyr?""",
tm_alazander,dlg,EntryList/12/Text,0,-1,"""Ah, now this is a little embarrassing. I told you it was a bad idea to call ourselves the Dukes of Daggerford, Tyrian. We were hardly involved in that whole fiasco.""",
tm_alazander,dlg,EntryList/13/Text,0,-1,"""Speak for yourself! You showed up once all the hard work had already been done! Anyway, it's a pleasure to meet the true hero of Daggerford. Oh, we killed a few orcs, took out a few Zhents, that kind of thing. But without you, it would all have been in vain.""",
tm_alazander,dlg,EntryList/14/Text,0,-1,"""Our bard, Codepoetz, even composed a song about your deeds.""",
tm_alazander,dlg,EntryList/15/Text,0,-1,"""I BEGAN to compose a song. One day, I may even finish it - if I ever get a moment's respite from cleaning up your two's messes!""",
tm_alazander,dlg,EntryList/16/Text,0,-1,"""Ahem. Where were we? Ah, yes. What may we do for you, Hero of Daggerford?""",
tm_alazander,dlg,EntryList/17/Text,0,-1,"""Well met again. What may the Dukes do for you?""",
tm_alazander,dlg,EntryList/18/Text,0,-1,"""We have indeed. We made it all the way to the Kur-Tharsu citadel before we had to turn back. Thar is an extremely dangerous place. We failed to prepare and paid the price.""",
tm_alazander,dlg,EntryList/19/Text,0,-1,"""Let me mark the Scarred Lands on your map. From there, you must pass through a noxious marshland before arriving at the gates of Kur-Tharsu.""",
tm_alazander,dlg,EntryList/2/Text,0,-1,"""Gentlemen, we have guests.""",
tm_alazander,dlg,EntryList/20/Text,0,-1,"""If you are determined to investigate Kur-Tharsu, you will need every ally you can get - as well as horses - or it is unlikely you will make it very far. Thar is a deadly place. Even the Hero of Neverwinter would be tested.""",
tm_alazander,dlg,EntryList/21/Text,0,-1,"""Whatever happened to the Hero of Neverwinter? They seemed to fade from history.""",
tm_alazander,dlg,EntryList/22/Text,0,-1,"""History has a way of revealing many truths if only one looks hard enough. Now, friend, was there anything else you required?""",
tm_alazander,dlg,EntryList/23/Text,0,-1,"""Certainly.""",
tm_alazander,dlg,EntryList/24/Text,0,-1,"""I think not. Our time here in the Moonsea is at an end. We planned for this moment for thirteen years, and it is bittersweet to have fallen short at the end. But such is life.""",
tm_alazander,dlg,EntryList/25/Text,0,-1,"""Reaching the Scarred Lands leading to Kur-Tharsu requires horses - unless you wish to be harassed by humanoids every step of the way. The citadel gate is mighty and can only be breached by powerful magic or, perhaps, a siege weapon of some kind.""",
tm_alazander,dlg,EntryList/26/Text,0,-1,"""Alas, we forgot to buy horses, and by the time we reached the Scarred Lands, our magic was spent from countless encounters. We had no means of entering the citadel.""",
tm_alazander,dlg,EntryList/27/Text,0,-1,"""The ogre citadel is ancient. Rumors say it was once the stronghold of the Tharkul, an ogre king who united all the beast-men of Thar, as the ogres once called themselves.""",
tm_alazander,dlg,EntryList/28/Text,0,-1,"""We were not able to breach its gates. Giants, wyverns, and worse serve the ogre mages within. There is even a rumor that the ancient black dragon Iyrauroth has returned to the area, though, fortunately, we did not encounter him.""",
tm_alazander,dlg,EntryList/29/Text,0,-1,"""I know of no mage by that name. However, the ogres of Kur-Tharsu have a mysterious new ally they call the Raven Mage. We glimpsed him once; he has but one eye and wears a long, dark coat. I imagine he is within, with the ogre mages.""",
tm_alazander,dlg,EntryList/3/Text,0,-1,"""Well met, friend. We are the Dukes. You look familiar. Did you serve alongside the Crimson Guard down in Tethyr? Or was it that business down in Daggerford?""",
tm_alazander,dlg,EntryList/4/Text,0,-1,"""Then please excuse me. My mistake. What may we do for you?""",
tm_alazander,dlg,EntryList/5/Text,0,-1,"""May Ao guide you to the truth.""",
tm_alazander,dlg,EntryList/6/Text,0,-1,"""Whatever it is adventuring groups usually do. Exploring, pestering the locals, heroing. Is that even a word? Heroing?""",
tm_alazander,dlg,EntryList/7/Text,0,-1,"""You tell me. You're supposedly the wordsmith among us.""",
tm_alazander,dlg,EntryList/8/Text,0,-1,"""Right. Anyway, suffice it to say that after that business down south in Calimshan, Tethyr, Daggerford, and now Thar, we're due a city break. Westgate is apparently nice this time of year...""",
tm_alazander,dlg,EntryList/9/Text,0,-1,"""That's right! I recall I was in Darromar at the time. We might have met once, now that I think about it. I was possibly going under a different guise.""",
tm_alazander,dlg,ReplyList/12/Text,0,-1,"""I am the Hero of Daggerford. I defeated the devil Gorgomorz.""",
tm_alazander,dlg,ReplyList/17/Text,0,-1,"""Ulblyn Blackalbuck told me you've just returned from Thar.""",
tm_alazander,dlg,ReplyList/18/Text,0,-1,"""Thank you for the information.""",
tm_alazander,dlg,ReplyList/22/Text,0,-1,"""I want to discuss Thar again.""",
tm_alazander,dlg,ReplyList/23/Text,0,-1,"""You mentioned you failed to prepare.""",
tm_alazander,dlg,ReplyList/24/Text,0,-1,"""I am heading there soon. You could join me.""",
tm_alazander,dlg,ReplyList/25/Text,0,-1,"""What do you mean you failed to prepare?""",
tm_alazander,dlg,ReplyList/27/Text,0,-1,"""Tell me more of Kur-Tharsu.""",
tm_alazander,dlg,ReplyList/29/Text,0,-1,"""I'm looking for an archmage named Maganus.""",
tm_alazander,dlg,ReplyList/3/Text,0,-1,"""I have no idea what you're talking about.""",
tm_alazander,dlg,ReplyList/4/Text,0,-1,"""Farewell.""",
tm_alazander,dlg,ReplyList/6/Text,0,-1,"""What are you doing in Melvaunt?""",
tm_alazander,dlg,ReplyList/9/Text,0,-1,"""I served in Tethyr. I helped turn the crimson tides in our favor.""",
tm_altar,dlg,EntryList/0/Text,0,-1,The Altar of Blessings stands before you. What do you wish to do?,
tm_altar,dlg,EntryList/1/Text,0,-1,You feel a sudden strength flow through your body and know that Tempus has blessed you.,
tm_altar,dlg,EntryList/10/Text,0,-1,You may only enchant one weapon at a time. Remove all but the item you wish to enchant from the altar.,
tm_altar,dlg,EntryList/11/Text,0,-1,There is nothing on the altar.,
tm_altar,dlg,EntryList/2/Text,0,-1,You may only enchant melee weapons.,
tm_altar,dlg,EntryList/3/Text,0,-1,Choose an enchantment to add. Each enchantment costs a specific sum of gold.,
tm_altar,dlg,EntryList/4/Text,0,-1,Which additional damage type would you like to add to the weapon? Adding an additional damage type bonus will replace the current additional damage type bonus.,
tm_altar,dlg,EntryList/5/Text,0,-1,Which specific enhancement bonus do you wish to place upon the weapon? Adding a specific enhancement bonus will replace the current specific enhancement bonus.,
tm_altar,dlg,EntryList/6/Text,0,-1,What level of enchantment do you wish to place upon the weapon?,
tm_altar,dlg,EntryList/7/Text,0,-1,Tempus has bestowed his favor upon you. Your weapon has been enchanted.,
tm_altar,dlg,EntryList/8/Text,0,-1,You do not have enough gold to pay for the blessing.,
tm_altar,dlg,EntryList/9/Text,0,-1,You may only enchant melee weapons. Tempus does not bestow favor upon those who kill from a distance.,
tm_altar,dlg,ReplyList/0/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_altar,dlg,ReplyList/1/Text,0,-1,[Make a general donation of 100 gold pieces.],
tm_altar,dlg,ReplyList/10/Text,0,-1,"[+1d8 Electrical] 15,000 gold pieces.",
tm_altar,dlg,ReplyList/11/Text,0,-1,"[+1d8 Divine] 15,000 gold pieces.",
tm_altar,dlg,ReplyList/12/Text,0,-1,"[+1d8 Cold] 15,000 gold pieces.",
tm_altar,dlg,ReplyList/13/Text,0,-1,"[+1d8 Acid] 15,000 gold pieces.",
tm_altar,dlg,ReplyList/14/Text,0,-1,[Specific enhancement bonus.],
tm_altar,dlg,ReplyList/15/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_altar,dlg,ReplyList/16/Text,0,-1,"[+7 vs Undead] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/17/Text,0,-1,"[+7 vs Shapechangers] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/18/Text,0,-1,"[+7 vs Outsiders] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/19/Text,0,-1,"[+7 vs Monstrous] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/20/Text,0,-1,"[+7 vs Magical Beasts] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/21/Text,0,-1,"[+7 vs Giants] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/22/Text,0,-1,"[+7 vs Elementals] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/23/Text,0,-1,"[+7 vs Dragons] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/24/Text,0,-1,"[+7 vs Constructs] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/25/Text,0,-1,"[+7 vs Aberrations] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/26/Text,0,-1,"[+4 vs Undead] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/27/Text,0,-1,"[+4 vs Shapechangers] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/28/Text,0,-1,"[+4 vs Outsiders] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/29/Text,0,-1,"[+4 vs Monstrous] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/3/Text,0,-1,<StartAction>[Enchant a weapon.]</Start>,
tm_altar,dlg,ReplyList/30/Text,0,-1,"[+4 vs Magical Beasts] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/31/Text,0,-1,"[+4 vs Giants] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/32/Text,0,-1,"[+4 vs Elementals] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/33/Text,0,-1,"[+4 vs Dragons] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/34/Text,0,-1,"[+4 vs Constructs] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/35/Text,0,-1,"[+4 vs Aberrations] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/36/Text,0,-1,[General enhancement bonus.],
tm_altar,dlg,ReplyList/37/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_altar,dlg,ReplyList/38/Text,0,-1,"[+5] 50,000 gold pieces.",
tm_altar,dlg,ReplyList/39/Text,0,-1,"[+4] 30,000 gold pieces.",
tm_altar,dlg,ReplyList/4/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_altar,dlg,ReplyList/40/Text,0,-1,"[+3] 15,000 gold pieces.",
tm_altar,dlg,ReplyList/41/Text,0,-1,"[+2] 5,000 gold pieces.",
tm_altar,dlg,ReplyList/42/Text,0,-1,"[+1] 1,000 gold pieces.",
tm_altar,dlg,ReplyList/5/Text,0,-1,<StartAction>[Something else.]</Start>,
tm_altar,dlg,ReplyList/6/Text,0,-1,[Additional damage type bonus.],
tm_altar,dlg,ReplyList/7/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_altar,dlg,ReplyList/8/Text,0,-1,"[+1d8 Sonic] 15,000 gold pieces.",
tm_altar,dlg,ReplyList/9/Text,0,-1,"[+1d8 Fire] 15,000 gold pieces.",
tm_amaril,dlg,EntryList/0/Text,0,-1,"This half-elf appears no older than thirty, although you suspect her true age is close to twice that. She has the lean, muscular frame one would expect of an ex-adventurer of no small stature. Her voice is cold and business-like.",
tm_amaril,dlg,EntryList/1/Text,0,-1,"""Well met. I am Amaril Sweetwater, and this is the Gold Cave. Don't let the name fool you; there's no gold ore to be found here. Rather, this is the largest center of trade in Elventree. I stock all the adventuring gear one could possibly need.""",
tm_amaril,dlg,EntryList/2/Text,0,-1,"""I'm always open for business.""",
tm_amaril,dlg,EntryList/3/Text,0,-1,"""Take a good look. You won't find a better selection of goods in Elventree.""",
tm_amaril,dlg,EntryList/4/Text,0,-1,"""Too much talk is bad for business. If you need information, I suggest speaking with Hilrad the Patient or some other elder of the village.""",
tm_amaril,dlg,EntryList/5/Text,0,-1,"""Hello again. What do you need?""",
tm_amaril,dlg,ReplyList/1/Text,0,-1,"""Farewell.""",
tm_amaril,dlg,ReplyList/3/Text,0,-1,"""Let me see your merchandise.""",
tm_amaril,dlg,ReplyList/4/Text,0,-1,<StartAction>[Leave.]</Start>,
tm_amaril,dlg,ReplyList/5/Text,0,-1,<StartAction>[Start merchant.]</Start>,
tm_amaril,dlg,ReplyList/6/Text,0,-1,"""I want to ask some questions.""",
tm_ambassador,dlg,EntryList/0/Text,0,-1,"""Honored guests! Friends and allies! Nay, family! The ceremony will now begin! First, it is my great pleasure to welcome Tharchion Dmitra Flass of Thay and High Blade Selfaril Uoumdolphin of Mulmaster. Their love is what truly brings us together here.""",
tm_ambassador,dlg,EntryList/1/Text,0,-1,"""Greetings, Ambassador.""",
tm_ambassador,dlg,EntryList/10/Text,0,-1,"""Leave me be.""",
tm_ambassador,dlg,EntryList/2/Text,0,-1,"""The honor is ours.""",
tm_ambassador,dlg,EntryList/3/Text,0,-1,"""Gods, but what a sight to behold! Sune herself has blessed the pair of you! On behalf of the Zulkirs of Thay, I offer our warmest greetings. In recognition of the upcoming anniversary of your blessed union and our unbreakable alliance, they offer this gift.""",
tm_ambassador,dlg,EntryList/4/Text,0,-1,"""A dozen gem golems, each worth a small fortune! Many slaves died to mine the gems necessary for the creation of these wondrous constructs - but who can put a price on the celebration of true love, I ask you?""",
tm_ambassador,dlg,EntryList/5/Text,0,-1,"""Beautiful though they are, the true value of these golems lies in their formidable combat prowess. When commanded, they will attack your foes with unbridled rage. Few could hope to overcome a single golem. None may stand against twelve!""",
tm_ambassador,dlg,EntryList/6/Text,0,-1,"""This is indeed a generous gift, Ambassador. You have my thanks.""",
tm_ambassador,dlg,EntryList/7/Text,0,-1,"""Mine also. Please relay our appreciation to-- Wait. What is happening?""",
tm_ambassador,dlg,EntryList/8/Text,0,-1,"""Forgive me, they... they should not have activated. I did not give the command. Stop! What-- what are you doing?""",
tm_ambassador,dlg,EntryList/9/Text,0,-1,"""Treachery! Protect the Tharchion and the High Blade!""",
tm_amberlyn,dlg,EntryList/0/Text,0,-1,"""Curse my lack-witted husband! What possessed me to have married such a buffoon? My mother was right about him all along. He's a good-for-nothing unfit for the hand of a Goldwaters!""",
tm_amberlyn,dlg,EntryList/1/Text,0,-1,"""Yes, begone and leave us to our dilemma.""",
tm_amberlyn,dlg,EntryList/10/Text,0,-1,"""I don't know what happened to the man I once loved. It feels like the Cheswick I married died long ago. I know he has done you wrong, but I beg you, do him no harm until we've had the chance to speak with him.""",
