Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
compstore,utm,LocName,0,-1,Component Store,
dla_sto_random,utm,LocName,0,-1,dla_sto_random,
magurkstore,utm,LocName,0,-1,Magurk's Store,
marketstore,utm,LocName,0,-1,Market Store,
shrinestore,utm,LocName,0,-1,Shrine Store,
sixcoffersstore,utm,LocName,0,-1,Six Coffers Store,
smithstore,utm,LocName,0,-1,Smith Store,
tavernstore,utm,LocName,0,-1,Tavern Store,
thiefstore,utm,LocName,0,-1,Thief Store,
wizardstore,utm,LocName,0,-1,Wizard Store,
