Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
a3_boss_undead,ute,LocalizedName,0,-1,A3_BOSS_UNDEAD,
a3_iotd_undead,ute,LocalizedName,0,14516,A3_IOTD_UNDEAD,
blackriverbandit,ute,LocalizedName,0,-1,Blackriver Bandit Encounter,
bloodsailorencou,ute,LocalizedName,0,-1,Bloodsailor Encounter,
blueprint,ute,LocalizedName,0,-1,Ghost Pirate - Captain,
blueprint001,ute,LocalizedName,0,-1,Ghost Pirate - Ranged,
blueprint002,ute,LocalizedName,0,-1,Ghost Pirate - Melee,
boarencounter,ute,LocalizedName,0,-1,Boar Encounter,
boarencounter001,ute,LocalizedName,0,-1,Boar Encounter,
jaguarencounter,ute,LocalizedName,0,-1,Jaguar Encounter,
oozeencounter,ute,LocalizedName,0,-1,Ooze Encounter,
sahauginbosses,ute,LocalizedName,0,-1,Sahaugin Bosses,
sahauginelite,ute,LocalizedName,0,-1,Sahaugin Elite,
sahauginguard,ute,LocalizedName,0,-1,Sahaugin Guard,
sahuaginencounte,ute,LocalizedName,0,-1,Sahuagin Encounter,
segullencounter,ute,LocalizedName,0,-1,Segull Encounter,
sewerencounte001,ute,LocalizedName,0,-1,Sewer Encounters Insects,
sewerencounters,ute,LocalizedName,0,-1,Sewer Encounters Vermin,
sharkattack,ute,LocalizedName,0,-1,Shark Attack,
trogencounter,ute,LocalizedName,0,-1,Trog Encounter,
